1945;Nº 01;19/03/1945;https://drive.google.com/file/d/1Yv4EegpFXxv47AJAtPw6mEhZOKsIllLE/view?usp=drive_link
1945;Nº 02;31/03/1945;https://drive.google.com/file/d/164MAWYzzTvVH8bay8o1DZIf78_fYoQwc/view?usp=sharing
1945;Nº 03;07/04/1945;https://drive.google.com/file/d/1b_VDMvTUG7RV8UNbk_H5cGOjr1ihG_a0/view?usp=sharing
1945;Nº 04;14/04/1945;https://drive.google.com/file/d/1xHT1C-VQrRXD-8KmF6INEN63eEFKuQ7n/view?usp=sharing
1945;Nº 05;19/04/1945;https://drive.google.com/file/d/1Myn2zby1pq0CqitTN1Be7See882Kjw6g/view?usp=sharing
1945;Nº 06;28/04/1945;https://drive.google.com/file/d/1N8FY3dQ_MwjUOnBOoQZW5hw17YEaKzC2/view?usp=sharing
1945;Nº 07;05/05/1945;https://drive.google.com/file/d/1FiGGG1lj3iVGty2-uLf68YB5RbRQ5wZk/view?usp=sharing
1945;Nº 08;12/05/1945;https://drive.google.com/file/d/1SgtWwNnXB2ro2UBlph5OOBOQoRKnNrHV/view?usp=sharing
1945;Nº 09;19/05/1945;https://drive.google.com/file/d/15AVWhEUqLIPBvj0yjuZEsoq-EoLBfouo/view?usp=sharing
1945;Nº 10;26/05/1945;https://drive.google.com/file/d/1QcrawIrC_ZCCePIlZ2xmiRHMvZ8VgL2R/view?usp=sharing
1945;Nº 11;02/06/1945;https://drive.google.com/file/d/1lkxVymFTSbjDkt0p76OXsIvKJmsmasKx/view?usp=sharing
1945;Nº 12;09/06/1945;https://drive.google.com/file/d/19fD62c1mSO4IyTQJV0Y6bliKc7fI2_Ah/view?usp=sharing
1945;Nº 13;16/06/1945;https://drive.google.com/file/d/1M_iQfuHrjstsWL2VaohNO0uJmz6USry1/view?usp=sharing
1945;Nº 14;23/06/1945;https://drive.google.com/file/d/1-VdD_IdaVGLZpJ2r26BHPN83EdAK9nkB/view?usp=sharing
1945;Nº 15;30/06/1945;https://drive.google.com/file/d/1sEUvCUr_XigSt-E7z9Hs9PFgLZUFE9M_/view?usp=sharing
1945;Nº 16;07/07/1945;https://drive.google.com/file/d/1S1dCmt7p1dL8P9pciAXqqeIp-AwUPfYs/view?usp=sharing
1945;Nº 17;14/07/1945;https://drive.google.com/file/d/1Fdtxd1ItOSoE9EISSt-aLV_Z36dihDYJ/view?usp=sharing
1945;Nº 18;21/07/1945;https://drive.google.com/file/d/1fcb4bTGzSeA5YPlUFA_oSb13oflI32y-/view?usp=sharing
1945;Nº 19;28/07/1945;https://drive.google.com/file/d/1JRFgFRLYui1SLc_lPPAcLG7GxkL2Sk62/view?usp=sharing
1945;Nº 20;04/08/1945;https://drive.google.com/file/d/19eboiqJVOn57GcKs0y08kxqP2pzzrZh9/view?usp=sharing
1945;Nº 21;11/08/1945;https://drive.google.com/file/d/10PpcquH6QFVDLRHLq_jK15lXWB-WcKZt/view?usp=sharing
1945;Nº 22;18/08/1945;https://drive.google.com/file/d/1TxDmctzp9p5Ot8wi7zMm-yRTd-KGDoBh/view?usp=sharing
1945;Nº 23;25/08/1945;https://drive.google.com/file/d/1pAq8mdGCJYb3rKYOnz1UioiJlzHbfMBZ/view?usp=sharing
1945;Nº 24;01/09/1945;https://drive.google.com/file/d/1ncV1dHCa0NsDwE-FH7pCo7v8MCWz-WWh/view?usp=sharing
1945;Nº 25;07/09/1945;https://drive.google.com/file/d/1jXdyGoLcUYpufNvMahgAIXAsp-zAGjl_/view?usp=sharing
1945;Nº 26;15/09/1945;https://drive.google.com/file/d/1wrI_j9OY7nc95_BwPJZ7I98-9sYsKy5R/view?usp=sharing
1945;Nº 27;22/09/1945;https://drive.google.com/file/d/1g0Bh38Qo08LoC_5Y3G5jPLRUPwwqgtgG/view?usp=sharing
1945;Nº 28;29/09/1945;https://drive.google.com/file/d/1AgMLv-d0I6Y1IPt2_QoLheBbltb3z2uT/view?usp=sharing
1945;Nº 29;06/10/1945;https://drive.google.com/file/d/1kv6zbCukX-nvRG0rGL9WAR4Bc55a78Ny/view?usp=sharing
1945;Nº 30;13/10/1945;https://drive.google.com/file/d/1JLkgPGS4tZ7onHeSQ02iH5BKM0tLdLda/view?usp=sharing
1945;Nº 31;20/10/1945;https://drive.google.com/file/d/1otyd5c1oPsaK2ZN1gqL71PC_d7G5l-yl/view?usp=sharing
1945;Nº 32;27/10/1945;https://drive.google.com/file/d/14HztiP2pWY1MhHyCTn88kcJLsJ4u3wO5/view?usp=sharing
1945;Nº 33;03/11/1945;https://drive.google.com/file/d/1bQCzRcKeGoyVxMB5yk1Xi169JYLf5hBt/view?usp=sharing
1945;Nº 34;10/11/1945;https://drive.google.com/file/d/1zEq0FLKIRbnFfMZE4AQW9Jv-HTGd2YQk/view?usp=sharing
1945;Nº 35;17/11/1945;https://drive.google.com/file/d/1qm8_xTW4l07A5XjAhYdAtA-M-KeMSl3s/view?usp=sharing
